questionNumber,team,payType,answer,question,points,include,multipleAnswers,correctAnswer,correct,score
Q33,"S'now way, Jose!",Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q33,Tormund's Member Rewards Club,Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q33,Bronn Swanson,Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q33,Matton Of The Hounds,Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q33,Sept of Baylor was an Inside job,Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q33,Ser Hand Rale of House Bannister,Paying,No,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,true,1.0
Q33,Lady Kristi of the House of Brooks,Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q33,Mountain Mellon Crushers,Paying,No,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,true,1.0
Q33,Bronn: The Decision,Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q33,Lord Ben-ish,Paying,Yes,Does Arya personally kill the following characters on her list  [Ilyn Payne],1.0,true,false,No,false,0.0
Q00,Bri-Anne,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,No Ygrittes,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,A Girl Has No Team Name,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Sword Swallowers through and through,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,A Wizard of Cersei,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Flea Bottom Feeders,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Safari Ary,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Sand Snake Realness,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Little Fingers’ Little Finger,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Stark Raving Mad,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Lady Elizabeth of House Wray,Free,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Dany Snow,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,All Bronn and no brains,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Xander's Dragons,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,House Magnus,Free,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,Stop Dragon My Horse Heart Around,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,A Team Has No Name,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,That’s what I do: I drink and I know things.,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,Davis the Bastard of Voltron,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Bri-Enne Of Green Gables,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Lil' Jon Snow White,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,"Ser Dunton, Knight of the Laughing Tree",Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,The House of Lesbian Poets,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,The Ed Sheeran Fan Club,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Aaron on the Throne,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,"Breaker of Fasts, Mother of Brunches",Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Enjol-Raki,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,Just Here for CleganeBowl,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,Lady Stoneheart,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Arya Dead Yet?,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,"S'now way, Jose!",Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Tormund's Member Rewards Club,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Bronn Swanson,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Matton Of The Hounds,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Sept of Baylor was an Inside job,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q00,Ser Hand Rale of House Bannister,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Lady Kristi of the House of Brooks,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Mountain Mellon Crushers,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Bronn: The Decision,Paying,Lives,Arya Stark,3.0,true,false,Dies,false,0.0
Q00,Lord Ben-ish,Paying,Dies,Arya Stark,3.0,true,false,Dies,true,3.0
Q28,Bri-Anne,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,No Ygrittes,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,A Girl Has No Team Name,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Sword Swallowers through and through,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,A Wizard of Cersei,Paying,Jaime Lannister,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Flea Bottom Feeders,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Safari Ary,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Sand Snake Realness,Paying,Gendry,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Little Fingers’ Little Finger,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Stark Raving Mad,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Lady Elizabeth of House Wray,Free,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,Dany Snow,Paying,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,All Bronn and no brains,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,None of the Above,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Xander's Dragons,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,House Magnus,Free,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Stop Dragon My Horse Heart Around,Paying,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,A Team Has No Name,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,That’s what I do: I drink and I know things.,Paying,Jaime Lannister,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Davis the Bastard of Voltron,Paying,Gendry,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,Bri-Enne Of Green Gables,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Lil' Jon Snow White,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,"Ser Dunton, Knight of the Laughing Tree",Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,The House of Lesbian Poets,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,The Ed Sheeran Fan Club,Paying,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,Aaron on the Throne,Paying,Jaime Lannister,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,"Breaker of Fasts, Mother of Brunches",Paying,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,Enjol-Raki,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Just Here for CleganeBowl,Paying,Beric Dondarion,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Lady Stoneheart,Paying,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,Arya Dead Yet?,Paying,Beric Dondarion,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,"S'now way, Jose!",Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Tormund's Member Rewards Club,Paying,Beric Dondarion,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Bronn Swanson,Paying,Tormund,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",true,4.0
Q28,Matton Of The Hounds,Paying,Jaime Lannister,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Sept of Baylor was an Inside job,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Ser Hand Rale of House Bannister,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Lady Kristi of the House of Brooks,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Mountain Mellon Crushers,Paying,Arya Stark,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Bronn: The Decision,Paying,Beric Dondarion,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q28,Lord Ben-ish,Paying,Brienne of Tarth,"Pick a character that kills a White Walker, one of the leaders of the undead.",4.0,true,true,"Edd Tollett, Tormund",false,0.0
Q48,Bri-Anne,Paying,20,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,No Ygrittes,Paying,5,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,A Girl Has No Team Name,Paying,12,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,Sword Swallowers through and through,Paying,55,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,A Wizard of Cersei,Paying,8,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,Flea Bottom Feeders,Paying,32,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,Safari Ary,Paying,15,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,Sand Snake Realness,Paying,12,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,Little Fingers’ Little Finger,Paying,186,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
Q48,Stark Raving Mad,Paying,9,How many times will Tyrion take a sip of alcohol?,,false,false,50,false,
